time,yvonne,christina,charles,jonathan
2013-04-27T17:57:23,0,2,2,2
2013-04-27T17:57:24,0,2,2,2
2013-04-27T17:57:25,0,2,2,2
2013-04-27T17:57:26,0,0,2,2
2013-04-27T17:57:27,0,0,2,2
2013-04-27T17:57:28,0,0,2,2
2013-04-27T17:57:29,0,0,2,2
2013-04-27T17:57:30,0,2,2,2
2013-04-27T17:57:31,0,2,2,2
2013-04-27T17:57:32,0,2,2,2
2013-04-27T17:57:33,0,2,2,2
2013-04-27T17:57:34,0,2,2,2
2013-04-27T17:57:35,0,2,2,2
2013-04-27T17:57:36,0,2,2,2
2013-04-27T17:57:37,0,2,2,2
2013-04-27T17:57:38,0,2,2,2
2013-04-27T17:57:39,0,2,2,2
2013-04-27T17:57:40,0,2,2,2
2013-04-27T17:57:41,0,2,2,2
2013-04-27T17:57:42,0,2,2,2
2013-04-27T17:57:43,0,2,2,2
2013-04-27T17:57:44,0,2,1,2
2013-04-27T17:57:45,0,2,1,1
2013-04-27T17:57:46,0,2,1,2
2013-04-27T17:57:47,0,2,1,2
2013-04-27T17:57:48,0,2,1,2
2013-04-27T17:57:49,0,2,1,2
2013-04-27T17:57:50,0,0,1,2
2013-04-27T17:57:51,0,0,1,2
2013-04-27T17:57:52,0,0,1,2
2013-04-27T17:57:53,0,2,1,2
2013-04-27T17:57:54,0,2,1,2
2013-04-27T17:57:55,0,2,1,2
2013-04-27T17:57:56,0,2,1,2
2013-04-27T17:57:57,0,2,1,2
2013-04-27T17:57:58,0,2,1,2
2013-04-27T17:57:59,0,0,1,2
2013-04-27T17:58:00,0,0,1,2
2013-04-27T17:58:01,0,0,1,2
2013-04-27T17:58:02,0,0,1,2
2013-04-27T17:58:03,0,0,1,2
2013-04-27T17:58:04,0,0,1,2
2013-04-27T17:58:05,0,2,1,2
2013-04-27T17:58:06,0,2,1,2
2013-04-27T17:58:07,0,2,1,2
2013-04-27T17:58:08,0,2,1,2
2013-04-27T17:58:09,2,1,1,2
2013-04-27T17:58:10,2,1,1,2
2013-04-27T17:58:11,2,1,1,2
2013-04-27T17:58:12,1,2,1,2
2013-04-27T17:58:13,1,2,1,2
2013-04-27T17:58:14,1,2,2,2
2013-04-27T17:58:15,1,2,2,2
2013-04-27T17:58:16,1,2,0,2
2013-04-27T17:58:17,1,2,0,2
2013-04-27T17:58:18,1,2,0,2
2013-04-27T17:58:19,1,2,0,2
2013-04-27T17:58:20,1,2,0,2
2013-04-27T17:58:21,1,2,0,2
2013-04-27T17:58:22,1,2,0,2
2013-04-27T17:58:23,1,2,0,2
2013-04-27T17:58:24,1,2,0,2
2013-04-27T17:58:25,1,2,0,2
2013-04-27T17:58:26,1,2,0,2
2013-04-27T17:58:27,1,2,0,2
2013-04-27T17:58:28,1,2,0,2
2013-04-27T17:58:29,1,2,0,2
2013-04-27T17:58:30,1,2,0,2
2013-04-27T17:58:31,1,0,0,2
2013-04-27T17:58:32,1,0,0,2
2013-04-27T17:58:33,1,0,0,2
2013-04-27T17:58:34,1,0,0,2
2013-04-27T17:58:35,1,0,0,2
2013-04-27T17:58:36,1,0,0,2
2013-04-27T17:58:37,1,0,0,2
2013-04-27T17:58:38,1,0,0,2
2013-04-27T17:58:39,1,0,0,0
2013-04-27T17:58:40,1,0,2,0
2013-04-27T17:58:41,1,0,4,0
2013-04-27T17:58:42,1,0,4,0
2013-04-27T17:58:43,1,0,4,0
2013-04-27T17:58:44,1,0,4,0
2013-04-27T17:58:45,1,0,4,0
2013-04-27T17:58:46,1,0,4,0
2013-04-27T17:58:47,1,0,4,0
2013-04-27T17:58:48,1,0,4,2
2013-04-27T17:58:49,1,0,4,2
2013-04-27T17:58:50,1,0,4,2
2013-04-27T17:58:51,1,0,4,2
2013-04-27T17:58:52,1,0,4,1
2013-04-27T17:58:53,1,0,4,2
2013-04-27T17:58:54,1,0,4,2
2013-04-27T17:58:55,1,0,4,2
2013-04-27T17:58:56,1,0,4,2
2013-04-27T17:58:57,1,0,4,2
2013-04-27T17:58:58,1,0,6,2
2013-04-27T17:58:59,1,0,6,3
2013-04-27T17:59:00,1,0,6,0
2013-04-27T17:59:01,1,0,6,0
2013-04-27T17:59:02,1,0,6,4
2013-04-27T17:59:03,1,0,6,4
2013-04-27T17:59:04,1,0,6,4
2013-04-27T17:59:05,1,0,6,4
2013-04-27T17:59:06,1,0,4,6
2013-04-27T17:59:07,1,0,4,6
2013-04-27T17:59:08,1,0,4,4
2013-04-27T17:59:09,1,0,3,4
2013-04-27T17:59:10,1,0,3,4
2013-04-27T17:59:11,1,0,2,3
2013-04-27T17:59:12,1,0,0,1
2013-04-27T17:59:13,1,0,0,1
2013-04-27T17:59:14,1,0,3,1
2013-04-27T17:59:15,1,0,3,1
2013-04-27T17:59:16,1,0,3,2
2013-04-27T17:59:17,1,0,4,2
2013-04-27T17:59:18,1,0,4,2
2013-04-27T17:59:19,1,0,7,0
2013-04-27T17:59:20,1,0,7,0
2013-04-27T17:59:21,2,0,7,0
2013-04-27T17:59:22,2,0,7,0
2013-04-27T17:59:23,2,0,7,0
2013-04-27T17:59:24,2,0,7,0
2013-04-27T17:59:25,2,0,7,0
2013-04-27T17:59:26,2,0,7,0
2013-04-27T17:59:27,2,0,7,0
2013-04-27T17:59:28,2,0,7,0
2013-04-27T17:59:29,2,0,7,0
2013-04-27T17:59:30,2,0,4,0
2013-04-27T17:59:31,2,0,6,0
2013-04-27T17:59:32,2,0,6,0
2013-04-27T17:59:33,2,0,6,0
2013-04-27T17:59:34,2,0,6,0
2013-04-27T17:59:35,2,0,7,0
2013-04-27T17:59:36,2,0,7,0
2013-04-27T17:59:37,2,0,7,0
2013-04-27T17:59:38,2,0,7,0
2013-04-27T17:59:39,2,0,7,0
2013-04-27T17:59:40,2,0,7,0
2013-04-27T17:59:41,2,0,8,0
2013-04-27T17:59:42,2,0,8,0
2013-04-27T17:59:43,2,0,0,0
2013-04-27T17:59:44,2,0,0,0
2013-04-27T17:59:45,2,0,0,0
2013-04-27T17:59:46,2,0,0,0
2013-04-27T17:59:47,2,0,0,0
2013-04-27T17:59:48,2,0,0,0
2013-04-27T17:59:49,2,0,0,0
2013-04-27T17:59:50,2,0,2,0
2013-04-27T17:59:51,2,0,2,0
2013-04-27T17:59:52,2,0,2,0
2013-04-27T17:59:53,2,0,2,2
2013-04-27T17:59:54,2,0,2,2
2013-04-27T17:59:55,2,0,2,2
2013-04-27T17:59:56,2,0,2,2
2013-04-27T17:59:57,2,0,2,2
2013-04-27T17:59:58,2,0,2,2
2013-04-27T17:59:59,2,0,2,1
2013-04-27T18:00:00,2,0,2,1
2013-04-27T18:00:01,2,0,2,1
2013-04-27T18:00:02,2,0,2,1
2013-04-27T18:00:03,2,0,2,1
2013-04-27T18:00:04,2,0,2,1
2013-04-27T18:00:05,2,0,2,1
2013-04-27T18:00:06,2,0,2,2
2013-04-27T18:00:07,2,0,2,2
2013-04-27T18:00:08,2,0,2,2
2013-04-27T18:00:09,2,0,2,2
2013-04-27T18:00:10,2,0,2,2
2013-04-27T18:00:11,2,0,2,2
2013-04-27T18:00:12,2,0,0,2
2013-04-27T18:00:13,2,0,0,0
2013-04-27T18:00:14,2,0,0,0
2013-04-27T18:00:15,2,0,0,0
2013-04-27T18:00:16,2,2,0,0
2013-04-27T18:00:17,2,2,0,0
2013-04-27T18:00:18,2,1,0,0
2013-04-27T18:00:19,2,1,3,0
2013-04-27T18:00:20,2,1,4,0
2013-04-27T18:00:21,2,2,4,0
2013-04-27T18:00:22,2,2,4,0
2013-04-27T18:00:23,2,2,4,0
2013-04-27T18:00:24,2,2,6,0
2013-04-27T18:00:25,2,0,6,0
2013-04-27T18:00:26,2,0,6,0
2013-04-27T18:00:27,2,0,6,0
2013-04-27T18:00:28,2,0,4,0
2013-04-27T18:00:29,2,0,4,0
2013-04-27T18:00:30,2,0,4,2
2013-04-27T18:00:31,2,0,4,2
2013-04-27T18:00:32,2,0,4,2
2013-04-27T18:00:33,2,0,4,2
2013-04-27T18:00:34,2,0,4,2
2013-04-27T18:00:35,8,0,4,2
2013-04-27T18:00:36,8,0,4,2
2013-04-27T18:00:37,8,0,4,2
2013-04-27T18:00:38,8,0,4,2
2013-04-27T18:00:39,8,0,4,2
2013-04-27T18:00:40,8,0,4,2
2013-04-27T18:00:41,8,0,4,0
2013-04-27T18:00:42,0,0,4,0
2013-04-27T18:00:43,0,0,4,0
2013-04-27T18:00:44,0,0,4,0
2013-04-27T18:00:45,0,0,4,0
2013-04-27T18:00:46,0,0,6,0
2013-04-27T18:00:47,0,0,4,0
2013-04-27T18:00:48,0,0,4,0
2013-04-27T18:00:49,0,0,4,0
2013-04-27T18:00:50,0,0,4,2
2013-04-27T18:00:51,0,0,4,4
2013-04-27T18:00:52,0,0,4,4
2013-04-27T18:00:53,2,2,4,4
2013-04-27T18:00:54,0,2,4,4
2013-04-27T18:00:55,0,0,4,4
2013-04-27T18:00:56,0,4,4,4
2013-04-27T18:00:57,0,4,4,6
2013-04-27T18:00:58,0,4,4,6
2013-04-27T18:00:59,0,4,4,4
2013-04-27T18:01:00,0,4,4,4
2013-04-27T18:01:01,0,4,4,6
2013-04-27T18:01:02,0,4,4,6
2013-04-27T18:01:03,0,4,4,7
2013-04-27T18:01:04,0,4,4,7
2013-04-27T18:01:05,0,4,7,4
2013-04-27T18:01:06,0,4,7,4
2013-04-27T18:01:07,0,4,7,4
2013-04-27T18:01:08,0,4,7,4
2013-04-27T18:01:09,0,4,7,4
2013-04-27T18:01:10,0,4,4,3
2013-04-27T18:01:11,0,4,4,3
2013-04-27T18:01:12,0,4,4,3
2013-04-27T18:01:13,0,4,4,3
2013-04-27T18:01:14,0,3,4,3
2013-04-27T18:01:15,0,0,4,3
2013-04-27T18:01:16,0,0,4,3
2013-04-27T18:01:17,0,0,4,3
2013-04-27T18:01:18,0,0,4,3
2013-04-27T18:01:19,0,0,4,3
2013-04-27T18:01:20,0,0,4,3
2013-04-27T18:01:21,0,0,4,3
2013-04-27T18:01:22,4,0,3,3
2013-04-27T18:01:23,3,0,4,3
2013-04-27T18:01:24,3,0,4,3
2013-04-27T18:01:25,3,3,4,3
2013-04-27T18:01:26,3,4,4,3
2013-04-27T18:01:27,3,4,4,3
2013-04-27T18:01:28,4,4,4,3
2013-04-27T18:01:29,4,4,4,3
2013-04-27T18:01:30,7,4,4,3
2013-04-27T18:01:31,7,4,4,3
2013-04-27T18:01:32,7,4,4,3
2013-04-27T18:01:33,4,4,4,4
2013-04-27T18:01:34,4,4,4,4
2013-04-27T18:01:35,0,4,4,4
2013-04-27T18:01:36,0,4,4,4
2013-04-27T18:01:37,0,4,4,4
2013-04-27T18:01:38,0,4,4,3
2013-04-27T18:01:39,2,4,4,3
2013-04-27T18:01:40,3,4,4,3
2013-04-27T18:01:41,3,0,4,3
2013-04-27T18:01:42,3,0,4,3
2013-04-27T18:01:43,3,0,4,3
2013-04-27T18:01:44,3,0,4,3
2013-04-27T18:01:45,4,0,4,3
2013-04-27T18:01:46,2,0,4,3
2013-04-27T18:01:47,2,0,4,3
2013-04-27T18:01:48,2,0,4,3
2013-04-27T18:01:49,2,0,4,3
2013-04-27T18:01:50,2,8,4,4
2013-04-27T18:01:51,2,7,4,4
2013-04-27T18:01:52,2,7,4,4
2013-04-27T18:01:53,0,7,4,4
2013-04-27T18:01:54,0,7,4,3
2013-04-27T18:01:55,0,3,4,3
2013-04-27T18:01:56,0,1,4,3
2013-04-27T18:01:57,0,2,0,3
2013-04-27T18:01:58,2,2,0,3
2013-04-27T18:01:59,3,2,0,3
2013-04-27T18:02:00,3,2,0,3
2013-04-27T18:02:01,3,2,0,4
2013-04-27T18:02:02,3,2,0,3
2013-04-27T18:02:03,3,2,0,3
2013-04-27T18:02:04,2,2,0,4
2013-04-27T18:02:05,3,2,0,4
2013-04-27T18:02:06,3,2,0,3
2013-04-27T18:02:07,3,2,0,4
2013-04-27T18:02:08,3,2,0,4
2013-04-27T18:02:09,3,2,0,3
2013-04-27T18:02:10,3,2,0,3
2013-04-27T18:02:11,3,2,0,3
2013-04-27T18:02:12,0,2,0,3
2013-04-27T18:02:13,0,2,0,3
2013-04-27T18:02:14,0,2,0,3
2013-04-27T18:02:15,0,2,0,3
2013-04-27T18:02:16,0,0,0,4
2013-04-27T18:02:17,0,0,0,4
2013-04-27T18:02:18,0,0,0,4
2013-04-27T18:02:19,0,0,0,3
2013-04-27T18:02:20,0,0,0,1
2013-04-27T18:02:21,0,0,0,1
2013-04-27T18:02:22,0,0,0,1
2013-04-27T18:02:23,0,0,0,1
2013-04-27T18:02:24,0,0,2,1
2013-04-27T18:02:25,0,0,2,1
2013-04-27T18:02:26,0,0,2,1
2013-04-27T18:02:27,0,0,2,1
2013-04-27T18:02:28,0,0,2,1
2013-04-27T18:02:29,0,0,2,1
2013-04-27T18:02:30,0,0,2,1
2013-04-27T18:02:31,0,0,0,2
2013-04-27T18:02:32,0,0,0,1
2013-04-27T18:02:33,0,0,0,1
2013-04-27T18:02:34,0,0,0,1
2013-04-27T18:02:35,0,0,0,1
2013-04-27T18:02:36,0,0,0,3
2013-04-27T18:02:37,0,0,0,3
2013-04-27T18:02:38,0,0,0,3
2013-04-27T18:02:39,0,0,0,3
2013-04-27T18:02:40,0,0,0,3
2013-04-27T18:02:41,0,0,0,3
2013-04-27T18:02:42,0,0,0,3
2013-04-27T18:02:43,0,0,0,3
2013-04-27T18:02:44,0,0,0,3
2013-04-27T18:02:45,0,0,0,3
2013-04-27T18:02:46,0,0,0,3
2013-04-27T18:02:47,0,0,0,3
2013-04-27T18:02:48,0,0,0,3
2013-04-27T18:02:49,0,0,0,3
2013-04-27T18:02:50,0,0,0,3
2013-04-27T18:02:51,0,0,0,3
2013-04-27T18:02:52,0,0,0,4
2013-04-27T18:02:53,0,0,0,3
2013-04-27T18:02:54,0,0,0,3
2013-04-27T18:02:55,0,0,0,3
2013-04-27T18:02:56,0,0,3,3
2013-04-27T18:02:57,0,0,0,3
2013-04-27T18:02:58,0,0,4,3
2013-04-27T18:02:59,0,0,4,3
2013-04-27T18:03:00,0,0,4,3
2013-04-27T18:03:01,0,0,4,3
2013-04-27T18:03:02,0,0,6,3
2013-04-27T18:03:03,0,0,4,3
2013-04-27T18:03:04,0,0,4,3
2013-04-27T18:03:05,0,0,4,3
2013-04-27T18:03:06,0,0,4,3
2013-04-27T18:03:07,0,0,4,4
2013-04-27T18:03:08,0,0,4,3
2013-04-27T18:03:09,0,0,4,3
2013-04-27T18:03:10,0,0,4,3
2013-04-27T18:03:11,0,0,4,4
2013-04-27T18:03:12,0,0,4,4
2013-04-27T18:03:13,0,0,4,4
2013-04-27T18:03:14,0,0,4,4
2013-04-27T18:03:15,0,0,4,3
2013-04-27T18:03:16,0,0,4,3
2013-04-27T18:03:17,0,0,6,4
2013-04-27T18:03:18,0,0,6,4
2013-04-27T18:03:19,0,0,6,4
2013-04-27T18:03:20,0,0,7,4
2013-04-27T18:03:21,0,0,7,4
2013-04-27T18:03:22,0,0,7,4
2013-04-27T18:03:23,0,0,8,4
2013-04-27T18:03:24,0,0,0,4
2013-04-27T18:03:25,0,0,0,4
2013-04-27T18:03:26,0,0,0,4
2013-04-27T18:03:27,0,0,0,4
2013-04-27T18:03:28,0,0,0,4
2013-04-27T18:03:29,0,0,0,4
2013-04-27T18:03:30,0,0,0,4
2013-04-27T18:03:31,0,0,0,4
2013-04-27T18:03:32,0,0,0,4
2013-04-27T18:03:33,0,0,0,3
2013-04-27T18:03:34,0,0,0,3
2013-04-27T18:03:35,0,0,0,3
2013-04-27T18:03:36,0,0,0,0
2013-04-27T18:03:37,0,0,0,0
2013-04-27T18:03:38,0,0,0,0
2013-04-27T18:03:39,0,0,0,0
2013-04-27T18:03:40,0,0,0,0
2013-04-27T18:03:41,0,0,0,0
2013-04-27T18:03:42,0,0,0,0
