time,yvonne,christina,charles,jonathan
2013-04-27T17:51:34,0,6,7,6
2013-04-27T17:51:35,4,6,6,6
2013-04-27T17:51:36,4,6,6,6
2013-04-27T17:51:37,4,6,6,6
2013-04-27T17:51:38,4,4,6,6
2013-04-27T17:51:39,4,4,8,6
2013-04-27T17:51:40,4,4,8,6
2013-04-27T17:51:41,4,7,7,6
2013-04-27T17:51:42,4,7,6,6
2013-04-27T17:51:43,4,4,6,6
2013-04-27T17:51:44,2,4,6,6
2013-04-27T17:51:45,4,4,6,6
2013-04-27T17:51:46,4,4,6,6
2013-04-27T17:51:47,4,3,6,6
2013-04-27T17:51:48,4,0,4,6
2013-04-27T17:51:49,4,4,4,6
2013-04-27T17:51:50,4,4,6,6
2013-04-27T17:51:51,4,4,4,6
2013-04-27T17:51:52,4,4,4,6
2013-04-27T17:51:53,4,4,4,6
2013-04-27T17:51:54,4,6,4,6
2013-04-27T17:51:55,4,4,4,6
2013-04-27T17:51:56,4,4,6,6
2013-04-27T17:51:57,4,4,6,6
2013-04-27T17:51:58,4,4,6,6
2013-04-27T17:51:59,4,4,6,6
2013-04-27T17:52:00,4,4,4,6
2013-04-27T17:52:01,4,4,4,6
2013-04-27T17:52:02,4,4,4,6
2013-04-27T17:52:03,4,4,4,6
2013-04-27T17:52:04,4,4,4,6
2013-04-27T17:52:05,4,3,4,6
2013-04-27T17:52:06,4,0,4,6
2013-04-27T17:52:07,3,4,4,6
2013-04-27T17:52:08,3,4,4,6
2013-04-27T17:52:09,3,3,4,6
2013-04-27T17:52:10,3,3,4,6
2013-04-27T17:52:11,4,3,4,6
2013-04-27T17:52:12,4,3,6,6
2013-04-27T17:52:13,4,3,6,6
2013-04-27T17:52:14,4,3,6,6
2013-04-27T17:52:15,4,3,7,6
2013-04-27T17:52:16,4,3,4,6
2013-04-27T17:52:17,4,3,8,6
2013-04-27T17:52:18,4,3,8,6
2013-04-27T17:52:19,4,3,4,6
2013-04-27T17:52:20,4,3,4,6
2013-04-27T17:52:21,4,3,4,6
2013-04-27T17:52:22,4,3,4,6
2013-04-27T17:52:23,4,3,4,6
2013-04-27T17:52:24,4,3,4,6
2013-04-27T17:52:25,4,3,4,6
2013-04-27T17:52:26,4,3,4,6
2013-04-27T17:52:27,4,3,6,6
2013-04-27T17:52:28,3,3,4,6
2013-04-27T17:52:29,4,3,4,6
2013-04-27T17:52:30,4,3,4,6
2013-04-27T17:52:31,3,3,4,6
2013-04-27T17:52:32,3,3,4,6
2013-04-27T17:52:33,3,2,4,6
2013-04-27T17:52:34,3,2,4,6
2013-04-27T17:52:35,3,2,4,6
2013-04-27T17:52:36,3,3,4,6
2013-04-27T17:52:37,3,3,4,6
2013-04-27T17:52:38,3,3,4,6
2013-04-27T17:52:39,4,3,4,6
2013-04-27T17:52:40,4,3,4,6
2013-04-27T17:52:41,4,3,8,6
2013-04-27T17:52:42,4,2,8,6
2013-04-27T17:52:43,4,2,8,6
2013-04-27T17:52:44,4,2,8,6
2013-04-27T17:52:45,4,2,8,6
2013-04-27T17:52:46,4,2,8,6
2013-04-27T17:52:47,4,3,8,4
2013-04-27T17:52:48,4,3,8,6
2013-04-27T17:52:49,4,3,8,6
2013-04-27T17:52:50,4,3,8,6
2013-04-27T17:52:51,4,3,8,6
2013-04-27T17:52:52,4,2,8,6
2013-04-27T17:52:53,4,3,8,6
2013-04-27T17:52:54,3,3,8,6
2013-04-27T17:52:55,4,3,8,7
2013-04-27T17:52:56,4,3,8,7
2013-04-27T17:52:57,4,3,8,7
2013-04-27T17:52:58,3,3,8,7
2013-04-27T17:52:59,3,3,8,7
2013-04-27T17:53:00,3,2,8,7
2013-04-27T17:53:01,3,0,8,7
2013-04-27T17:53:02,3,0,8,7
2013-04-27T17:53:03,3,3,8,7
2013-04-27T17:53:04,3,4,7,7
2013-04-27T17:53:05,3,4,7,2
2013-04-27T17:53:06,4,4,8,2
2013-04-27T17:53:07,4,4,8,2
2013-04-27T17:53:08,4,4,8,2
2013-04-27T17:53:09,4,3,8,2
2013-04-27T17:53:10,4,3,8,2
2013-04-27T17:53:11,3,3,8,2
2013-04-27T17:53:12,3,2,8,2
2013-04-27T17:53:13,3,0,8,2
2013-04-27T17:53:14,4,3,8,2
2013-04-27T17:53:15,4,3,8,2
2013-04-27T17:53:16,4,3,8,2
2013-04-27T17:53:17,7,3,8,2
2013-04-27T17:53:18,4,3,8,2
2013-04-27T17:53:19,4,3,8,2
2013-04-27T17:53:20,4,3,3,2
2013-04-27T17:53:21,4,3,3,2
2013-04-27T17:53:22,3,3,3,2
2013-04-27T17:53:23,0,3,3,2
2013-04-27T17:53:24,0,3,3,2
2013-04-27T17:53:25,0,3,3,2
2013-04-27T17:53:26,3,2,3,2
2013-04-27T17:53:27,3,2,3,2
2013-04-27T17:53:28,3,2,3,2
2013-04-27T17:53:29,3,2,2,2
2013-04-27T17:53:30,3,2,2,2
2013-04-27T17:53:31,3,2,1,2
2013-04-27T17:53:32,3,3,3,2
2013-04-27T17:53:33,3,3,3,2
2013-04-27T17:53:34,4,3,3,2
2013-04-27T17:53:35,4,3,3,2
2013-04-27T17:53:36,4,3,3,2
2013-04-27T17:53:37,4,3,3,4
2013-04-27T17:53:38,4,3,3,3
2013-04-27T17:53:39,3,3,3,3
2013-04-27T17:53:40,2,3,3,3
2013-04-27T17:53:41,2,3,2,3
2013-04-27T17:53:42,2,3,2,3
2013-04-27T17:53:43,2,3,2,3
2013-04-27T17:53:44,2,3,2,3
2013-04-27T17:53:45,2,3,2,4
2013-04-27T17:53:46,2,3,2,4
2013-04-27T17:53:47,2,3,3,4
2013-04-27T17:53:48,2,0,3,4
2013-04-27T17:53:49,2,2,3,4
2013-04-27T17:53:50,2,3,3,1
2013-04-27T17:53:51,2,3,3,4
2013-04-27T17:53:52,2,3,2,4
2013-04-27T17:53:53,2,3,3,4
2013-04-27T17:53:54,2,3,3,4
2013-04-27T17:53:55,2,3,3,4
2013-04-27T17:53:56,2,3,3,3
2013-04-27T17:53:57,2,3,3,3
2013-04-27T17:53:58,2,3,3,4
2013-04-27T17:53:59,2,2,3,4
2013-04-27T17:54:00,2,4,3,4
2013-04-27T17:54:01,2,4,3,4
2013-04-27T17:54:02,2,4,3,4
2013-04-27T17:54:03,2,4,3,4
2013-04-27T17:54:04,2,6,3,4
2013-04-27T17:54:05,2,6,3,4
2013-04-27T17:54:06,2,6,3,4
2013-04-27T17:54:07,2,6,3,4
2013-04-27T17:54:08,2,6,3,4
2013-04-27T17:54:09,2,6,3,4
2013-04-27T17:54:10,2,6,3,4
2013-04-27T17:54:11,2,6,3,4
2013-04-27T17:54:12,2,6,3,4
2013-04-27T17:54:13,2,6,3,4
2013-04-27T17:54:14,2,6,3,4
2013-04-27T17:54:15,2,6,3,2
2013-04-27T17:54:16,2,6,3,2
2013-04-27T17:54:17,0,6,3,2
2013-04-27T17:54:18,0,6,3,2
2013-04-27T17:54:19,2,6,3,2
2013-04-27T17:54:20,2,5,3,2
2013-04-27T17:54:21,2,7,3,7
2013-04-27T17:54:22,2,7,3,7
2013-04-27T17:54:23,2,0,3,0
2013-04-27T17:54:24,0,0,3,2
2013-04-27T17:54:25,2,2,3,2
2013-04-27T17:54:26,2,2,3,2
2013-04-27T17:54:27,2,2,3,2
2013-04-27T17:54:28,2,2,3,2
2013-04-27T17:54:29,2,0,3,2
2013-04-27T17:54:30,2,0,3,2
2013-04-27T17:54:31,0,2,3,2
2013-04-27T17:54:32,0,2,3,2
2013-04-27T17:54:33,0,2,3,2
2013-04-27T17:54:34,2,2,3,2
2013-04-27T17:54:35,2,2,3,2
2013-04-27T17:54:36,2,2,1,2
2013-04-27T17:54:37,2,2,1,2
2013-04-27T17:54:38,2,2,1,2
2013-04-27T17:54:39,0,2,1,2
2013-04-27T17:54:40,0,2,1,2
2013-04-27T17:54:41,0,2,1,2
2013-04-27T17:54:42,2,0,1,2
2013-04-27T17:54:43,2,4,1,2
2013-04-27T17:54:44,2,4,1,2
2013-04-27T17:54:45,2,4,1,3
2013-04-27T17:54:46,2,4,1,3
2013-04-27T17:54:47,0,4,1,3
2013-04-27T17:54:48,0,4,3,3
2013-04-27T17:54:49,0,4,3,3
2013-04-27T17:54:50,2,4,3,2
2013-04-27T17:54:51,2,4,3,2
2013-04-27T17:54:52,2,4,4,2
2013-04-27T17:54:53,2,4,7,0
2013-04-27T17:54:54,2,4,7,0
2013-04-27T17:54:55,2,3,7,4
2013-04-27T17:54:56,0,2,6,4
2013-04-27T17:54:57,0,2,6,4
2013-04-27T17:54:58,2,7,4,4
2013-04-27T17:54:59,2,4,4,4
2013-04-27T17:55:00,2,7,4,4
2013-04-27T17:55:01,2,6,4,5
2013-04-27T17:55:02,2,4,2,5
2013-04-27T17:55:03,0,7,2,5
2013-04-27T17:55:04,2,7,2,5
2013-04-27T17:55:05,2,4,2,5
2013-04-27T17:55:06,2,4,2,5
2013-04-27T17:55:07,2,0,2,0
2013-04-27T17:55:08,2,0,2,0
2013-04-27T17:55:09,2,0,2,0
2013-04-27T17:55:10,2,7,3,0
2013-04-27T17:55:11,3,6,3,0
2013-04-27T17:55:12,3,6,3,0
2013-04-27T17:55:13,3,6,3,0
2013-04-27T17:55:14,3,6,3,0
2013-04-27T17:55:15,2,7,1,0
2013-04-27T17:55:16,0,7,1,0
2013-04-27T17:55:17,0,7,1,0
2013-04-27T17:55:18,2,7,1,0
2013-04-27T17:55:19,2,7,2,5
2013-04-27T17:55:20,2,7,2,5
2013-04-27T17:55:21,2,0,1,5
2013-04-27T17:55:22,2,7,1,5
2013-04-27T17:55:23,2,7,1,5
2013-04-27T17:55:24,0,4,1,5
2013-04-27T17:55:25,0,4,1,5
2013-04-27T17:55:26,0,4,1,5
2013-04-27T17:55:27,0,4,1,5
2013-04-27T17:55:28,0,4,1,5
2013-04-27T17:55:29,0,0,1,7
2013-04-27T17:55:30,0,4,1,6
2013-04-27T17:55:31,0,4,1,6
2013-04-27T17:55:32,0,4,3,6
2013-04-27T17:55:33,0,4,1,4
2013-04-27T17:55:34,0,4,1,4
2013-04-27T17:55:35,7,0,3,4
2013-04-27T17:55:36,7,0,3,4
2013-04-27T17:55:37,0,0,3,6
2013-04-27T17:55:38,0,0,3,6
2013-04-27T17:55:39,0,0,3,6
2013-04-27T17:55:40,2,0,3,6
2013-04-27T17:55:41,2,0,4,6
2013-04-27T17:55:42,2,0,4,6
2013-04-27T17:55:43,1,0,3,4
2013-04-27T17:55:44,1,0,1,4
2013-04-27T17:55:45,1,0,1,4
2013-04-27T17:55:46,2,0,1,4
2013-04-27T17:55:47,2,0,2,7
2013-04-27T17:55:48,2,0,2,5
2013-04-27T17:55:49,2,0,2,2
2013-04-27T17:55:50,2,0,2,2
2013-04-27T17:55:51,0,2,2,2
2013-04-27T17:55:52,0,2,2,2
2013-04-27T17:55:53,0,2,2,2
2013-04-27T17:55:54,0,2,2,2
2013-04-27T17:55:55,0,2,2,0
2013-04-27T17:55:56,2,2,2,0
2013-04-27T17:55:57,2,2,2,0
2013-04-27T17:55:58,2,2,2,7
2013-04-27T17:55:59,2,2,2,2
2013-04-27T17:56:00,2,0,2,0
2013-04-27T17:56:01,2,0,2,6
2013-04-27T17:56:02,2,2,2,6
2013-04-27T17:56:03,2,4,2,4
2013-04-27T17:56:04,2,4,1,4
2013-04-27T17:56:05,2,4,1,4
2013-04-27T17:56:06,2,4,1,4
2013-04-27T17:56:07,2,6,1,4
2013-04-27T17:56:08,2,6,1,4
2013-04-27T17:56:09,2,6,2,4
2013-04-27T17:56:10,2,4,2,4
2013-04-27T17:56:11,2,4,0,0
2013-04-27T17:56:12,0,4,0,0
2013-04-27T17:56:13,2,4,7,2
2013-04-27T17:56:14,2,4,7,2
2013-04-27T17:56:15,2,4,7,2
2013-04-27T17:56:16,2,4,5,2
2013-04-27T17:56:17,0,4,5,2
2013-04-27T17:56:18,0,4,7,2
2013-04-27T17:56:19,0,4,6,2
2013-04-27T17:56:20,0,4,6,0
2013-04-27T17:56:21,0,1,7,0
2013-04-27T17:56:22,0,1,7,2
2013-04-27T17:56:23,0,1,7,2
2013-04-27T17:56:24,0,1,7,2
2013-04-27T17:56:25,0,1,6,2
2013-04-27T17:56:26,0,1,6,2
2013-04-27T17:56:27,0,1,8,2
2013-04-27T17:56:28,0,1,7,2
2013-04-27T17:56:29,0,1,7,2
2013-04-27T17:56:30,0,1,7,2
2013-04-27T17:56:31,0,1,7,2
2013-04-27T17:56:32,0,1,7,2
2013-04-27T17:56:33,0,1,7,1
2013-04-27T17:56:34,0,1,7,1
2013-04-27T17:56:35,0,1,7,1
2013-04-27T17:56:36,0,1,7,1
2013-04-27T17:56:37,0,1,7,1
2013-04-27T17:56:38,2,1,7,1
2013-04-27T17:56:39,2,2,5,1
2013-04-27T17:56:40,2,2,5,2
2013-04-27T17:56:41,2,2,5,2
2013-04-27T17:56:42,2,2,5,2
2013-04-27T17:56:43,0,2,5,1
2013-04-27T17:56:44,0,2,5,1
2013-04-27T17:56:45,0,2,5,1
2013-04-27T17:56:46,0,2,5,1
2013-04-27T17:56:47,0,2,5,1
2013-04-27T17:56:48,0,2,5,0
2013-04-27T17:56:49,0,2,5,2
2013-04-27T17:56:50,0,2,5,1
2013-04-27T17:56:51,0,2,5,1
2013-04-27T17:56:52,0,2,5,5
2013-04-27T17:56:53,0,0,5,5
2013-04-27T17:56:54,0,0,5,5
2013-04-27T17:56:55,0,2,5,5
2013-04-27T17:56:56,0,2,5,5
2013-04-27T17:56:57,0,1,5,5
2013-04-27T17:56:58,0,2,5,5
2013-04-27T17:56:59,0,1,5,7
2013-04-27T17:57:00,0,2,5,7
2013-04-27T17:57:01,0,2,5,7
2013-04-27T17:57:02,0,2,5,7
2013-04-27T17:57:03,0,2,5,7
2013-04-27T17:57:04,0,2,5,7
2013-04-27T17:57:05,0,2,5,6
2013-04-27T17:57:06,0,2,5,6
2013-04-27T17:57:07,0,2,5,6
2013-04-27T17:57:08,0,2,5,4
2013-04-27T17:57:09,0,2,0,4
2013-04-27T17:57:10,0,2,2,6
2013-04-27T17:57:11,0,2,2,4
2013-04-27T17:57:12,0,2,2,4
2013-04-27T17:57:13,0,2,0,4
2013-04-27T17:57:14,0,2,0,4
2013-04-27T17:57:15,0,2,0,2
2013-04-27T17:57:16,0,2,0,2
2013-04-27T17:57:17,0,2,0,2
2013-04-27T17:57:18,0,2,0,2
2013-04-27T17:57:19,0,2,2,2
2013-04-27T17:57:20,0,2,2,2
2013-04-27T17:57:21,0,2,2,2
2013-04-27T17:57:22,0,2,2,2
